Fecha;Fondo;n;Peso;Var_porc;Actualizacion;porc_1_5;porc_2_5
17/7/2023;BOLSAEUROPA;57;90.98;-0.622065875;;
17/7/2023;BOLSAINTERNACIONAL;55;89.6;-0.192360049;;
17/7/2023;BOLSAUSA;64;91.98;-0.043559062;;
17/7/2023;DIVIDENDO;43;90.9;-0.107526934;;
17/7/2023;FINANCIERO;38;86.43;0.438713654;;
17/7/2023;GLOBAL;44;87.82;-0.387284615;;
17/7/2023;JAPON;54;90.39;-0.083200205;;
17/7/2023;MEGATRENDS;41;98.16;-0.049528276;;
17/7/2023;NEWENERGY;42;94.18;0.091685356;;
17/7/2023;SANIDAD;53;95.79;-0.294547476;;
17/7/2023;SECTORINMOBILIARIO;43;97.64;-0.575826744;;
17/7/2023;SMALLCAPS;51;88.22;-0.598060685;;
17/7/2023;TECNOLOGICO;41;97.59;0.065886491;;
17/7/2023;ZVIX;2;10;0.194902549;;
17/7/2023;ZVSTOXX;6;30;0.603467694;;
17/7/2023;ZVXN;2;10;0.045801527;;
18/7/2023;ALPHA;27;81.72;0.459326323;;
18/7/2023;BESTIDEAS;31;78.76;0.723344282;;
18/7/2023;BOLSAESPANA;32;99.16;0.465789138;;
18/7/2023;BOLSAEUROPA;57;90.98;0.2750415;;
18/7/2023;BOLSAINTERNACIONAL;55;89.6;0.464785186;;
18/7/2023;BOLSAUSA;64;91.98;0.218974499;;
18/7/2023;DIVIDENDO;43;90.9;0.202457819;;
18/7/2023;FINANCIERO;38;86.43;1.046081826;;
18/7/2023;GLOBAL;44;87.82;-0.334902558;;
18/7/2023;JAPON;54;90.39;0.235920063;;
18/7/2023;MEGATRENDS;41;98.16;0.35326657;;
18/7/2023;NEWENERGY;42;94.18;-0.084678986;;
18/7/2023;SANIDAD;53;95.79;0.482009777;;
18/7/2023;SECTORINMOBILIARIO;43;97.64;-0.370249848;;
18/7/2023;SMALLCAPS;51;88.22;0.346648968;;
18/7/2023;TECNOLOGICO;41;97.59;0.597865187;;
18/7/2023;ZVIX;2;10;-0.014836795;;
18/7/2023;ZVSTOXX;6;30;-0.22316889;;
18/7/2023;ZVXN;2;10;-0.046320124;;
19/7/2023;ALPHA;27;81.72;0.456926214;;
19/7/2023;BESTIDEAS;31;78.76;0.225107445;;
19/7/2023;BOLSAESPANA;32;99.16;0.006717379;;
19/7/2023;BOLSAEUROPA;57;90.98;0.516355752;;
19/7/2023;BOLSAINTERNACIONAL;55;89.6;0.29062366;;
19/7/2023;BOLSAUSA;64;91.98;0.30764263;;
